Country,Localite,Category,Value,Date,Sources,Link
Guinea,Dabola ,Deaths,4,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Dinguiraye ,Cases,1,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Dinguiraye ,Deaths,1,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Gueckedou,Cases,122,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Gueckedou,Deaths,87,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Kissidougou,Cases,6,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Kissidougou,Deaths,5,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Macenta,Cases,22,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,Macenta,Deaths,16,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,National,Cases,208,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,National,Confirmed cases,112,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Guinea,National,Deaths,136,4/20/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014
Liberia,National,Cases,27,4/21/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2318%20Ebola%20Viral%20Disease%2021%20April%202014_2.pdf
Liberia,National,Confirmed cases,6,4/21/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2318%20Ebola%20Viral%20Disease%2021%20April%202014_2.pdf
Liberia,National,Deaths,13,4/21/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2318%20Ebola%20Viral%20Disease%2021%20April%202014_2.pdf
Guinea,Conakry,Cases,58,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Conakry,Deaths,24,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Dabola ,Cases,4,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Dabola ,Deaths,4,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Dinguiraye ,Cases,1,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Dinguiraye ,Deaths,1,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Gueckedou,Cases,127,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Gueckedou,Deaths,91,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Kissidougou,Cases,6,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Kissidougou,Deaths,5,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Macenta,Cases,22,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,Macenta,Deaths,16,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,National,Cases,218,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,National,Confirmed cases,115,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Guinea,National,Deaths,141,4/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014
Liberia,Bong County,Cases,6,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Bong County,Deaths,0,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Grand Cape Mount,Cases,1,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Grand Cape Mount,Deaths,0,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Grand Gedeh,Cases,3,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Grand Gedeh,Deaths,0,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Lofa County,Cases,11,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Lofa County,Deaths,7,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Margibi County,Cases,4,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Margibi County,Deaths,3,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Montserrado County,Cases,3,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Montserrado County,Deaths,1,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,National,Cases,35,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,National,Confirmed cases,6,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,National,Deaths,11,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Nimba County,Cases,7,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,Nimba County,Deaths,0,4/23/14,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf
Liberia,National,Cases,35,4/24/14,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-655734_3.pdf
Liberia,National,Confirmed cases,6,4/24/14,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-655734_3.pdf
Liberia,National,Deaths,11,4/24/14,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-655734_3.pdf
Guinea,Conakry,Cases,60,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Conakry,Deaths,24,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Dabola ,Cases,4,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Dabola ,Deaths,4,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Dinguiraye ,Cases,1,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Dinguiraye ,Deaths,1,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Gueckedou,Cases,131,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Gueckedou,Deaths,93,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Kissidougou,Cases,6,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Kissidougou,Deaths,5,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Macenta,Cases,22,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Macenta,Deaths,16,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,National,Cases,224,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,National,Confirmed cases,121,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,National,Deaths,143,4/26/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014
Guinea,Conakry,Cases,53,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Conakry,Deaths,24,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Dabola ,Cases,4,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Dabola ,Deaths,4,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Dinguiraye ,Cases,1,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Dinguiraye ,Deaths,1,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Gueckedou,Cases,140,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Gueckedou,Deaths,99,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Kissidougou,Cases,6,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Kissidougou,Deaths,5,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Macenta,Cases,22,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,Macenta,Deaths,16,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,National,Cases,226,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,National,Confirmed cases,127,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Guinea,National,Deaths,149,5/1/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014
Liberia,Bong County,Cases,1,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,Lofa County,Cases,7,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,Margibi County,Cases,2,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,Montserrado County,Cases,1,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,National,Cases,13,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,National,Confirmed cases,6,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,National,Deaths,11,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Liberia,Nimba County,Cases,2,5/2/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf
Guinea,Conakry,Cases,53,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Conakry,Deaths,24,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Dabola ,Cases,4,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Dabola ,Deaths,4,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Dinguiraye ,Cases,1,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Dinguiraye ,Deaths,1,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Gueckedou,Cases,145,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Gueckedou,Deaths,105,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Kissidougou,Cases,6,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Kissidougou,Deaths,5,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Macenta,Cases,22,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Macenta,Deaths,16,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,National,Cases,231,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,National,Confirmed cases,127,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,National,Deaths,155,5/3/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014
Guinea,Conakry,Cases,53,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Conakry,Deaths,24,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Dabola ,Cases,4,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Dabola ,Deaths,4,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Dinguiraye ,Cases,1,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Dinguiraye ,Deaths,1,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Gueckedou,Cases,149,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Gueckedou,Deaths,107,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Kissidougou,Cases,6,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Kissidougou,Deaths,5,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Macenta,Cases,22,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Macenta,Deaths,16,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,National,Cases,235,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,National,Confirmed cases,127,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,National,Deaths,157,5/5/14,Ministere de la Sante,http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014
Guinea,Conakry,Cases,53,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Conakry,Deaths,24,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Dabola ,Cases,4,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Dabola ,Deaths,4,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Dinguiraye ,Cases,1,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Dinguiraye ,Deaths,1,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Gueckedou,Cases,151,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Gueckedou,Deaths,108,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Kissidougou,Cases,6,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Kissidougou,Deaths,5,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Macenta,Cases,22,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,Macenta,Deaths,16,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,National,Cases,236,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,National,Confirmed cases,129,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Guinea,National,Deaths,158,5/7/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014
Liberia,Bong County,Cases,1,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Liberia,Lofa County,Cases,7,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Liberia,Margibi County,Cases,2,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Liberia,National,Cases,12,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Liberia,National,Confirmed cases,6,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Liberia,National,Deaths,11,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Liberia,Nimba County,Cases,2,5/9/14,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf
Guinea,Conakry,Cases,50,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Conakry,Deaths,24,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Dabola ,Cases,4,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Dabola ,Deaths,4,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Dinguiraye ,Cases,1,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Dinguiraye ,Deaths,1,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Gueckedou,Cases,149,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Gueckedou,Deaths,106,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Kissidougou,Cases,6,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Kissidougou,Deaths,5,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Macenta,Cases,23,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Macenta,Deaths,17,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,National,Cases,233,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,National,Confirmed cases,129,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,National,Deaths,157,5/10/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014
Guinea,Conakry,Cases,50,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Conakry,Deaths,24,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Dabola ,Cases,4,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Dabola ,Deaths,4,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Dinguiraye ,Cases,1,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Dinguiraye ,Deaths,4,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Gueckedou,Cases,163,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Gueckedou,Deaths,119,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Kissidougou,Cases,8,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Kissidougou,Deaths,6,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Macenta,Cases,22,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Macenta,Deaths,17,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,National,Cases,248,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,National,Confirmed cases,138,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,National,Deaths,171,5/12/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014
Guinea,Conakry,Cases,50,5/23/14,Ministere de la Sante,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014
